id,split,slice,label,text
4003,train,scope_long,1,i will not confirm that after two weeks of daily use once i had worked through the printed setup guide the battery drains overnight while it is off model number lc four seven five
4004,test,scope_long,1,for reference i will not confirm that across three different laptops and one tablet for the money and for the use case i bought it for the seller shipped the wrong variant bought the black version
4005,train,scope_long,0,for reference i can honestly say that after swapping in the cable that came with it across three different laptops and one tablet customer service put me on hold for an hour updating this review later
4006,test,scope_long,0,my experience did not match the claim that compared with the previous model i owned once i had worked through the printed setup guide the warranty claim took three minutes online ordered through the app
4007,train,scope_long,1,ordered this in june my experience matched the claim that even allowing for the most recent firmware update after two weeks of daily use the screen is bright and crisp
4008,test,scope_long,1,i will confirm that across three different laptops and one tablet in the two months since the box arrived the carrying case is genuinely useful will report back after the winter
4009,train,scope_long,0,it is true that going by what the product listing actually says in the two months since the box arrived the seller shipped the wrong variant bought the black version
4010,test,scope_long,1,ordered this in june i can honestly say that even allowing for the most recent firmware update in the two months since the box arrived the warranty claim took three minutes online posting this after a month of use
4011,train,scope_long,0,bought during the autumn sale i would tell a friend that across three different laptops and one tablet once i had worked through the printed setup guide the mounting bracket snapped under load ordered through the app
4012,train,scope_long,0,second one i have bought the other reviews were correct that once i had worked through the printed setup guide after swapping in the cable that came with it the packaging arrived crushed and open posting this after a month of use
4013,train,scope_long,1,bought during the autumn sale it is not true that for the money and for the use case i bought it for after two weeks of daily use the return label cost me twelve dollars happy to answer questions
4014,train,scope_long,1,i have used it daily since march it is true that for the money and for the use case i bought it for even allowing for the most recent firmware update customer service refunded me the same day posting this after a month of use
4015,train,scope_long,0,second one i have bought i can not honestly say that after two weeks of daily use going by what the product listing actually says customer service refunded me the same day
4016,train,scope_long,0,my experience matched the claim that in the two months since the box arrived compared with the previous model i owned the firmware update bricked the unit
4017,test,scope_long,0,replacing a five year old unit i can honestly say that compared with the previous model i owned after swapping in the cable that came with it the keys started sticking almost immediately posting this after a month of use
4018,test,scope_long,1,my experience matched the claim that once i had worked through the printed setup guide compared with the previous model i owned the packaging was neat and fully recyclable model number lc four seven five
4019,train,scope_long,1,buying for a home office i would never tell a friend that for the money and for the use case i bought it for after two weeks of daily use it cracked from a knock off the desk model number lc four seven five
4020,train,scope_long,1,i will not confirm that even allowing for the most recent firmware update across three different laptops and one tablet setup took me most of an afternoon happy to answer questions
4021,train,scope_long,1,for reference my experience did not match the claim that once i had worked through the printed setup guide after swapping in the cable that came with it the colour is nothing like the product photos happy to answer questions
4022,train,scope_long,1,my experience did not match the claim that in the two months since the box arrived after swapping in the cable that came with it the packaging arrived crushed and open ordered through the app
4023,train,scope_long,0,my experience did not match the claim that once i had worked through the printed setup guide after swapping in the cable that came with it it charges fully in about an hour
4024,train,scope_long,1,i would never tell a friend that going by what the product listing actually says once i had worked through the printed setup guide the keys started sticking almost immediately model number lc four seven five
4025,test,scope_long,0,bought during the autumn sale i can honestly say that having tried it in a home office and on the train in the two months since the box arrived the printed instructions were one unreadable page will report back after the winter
4026,train,scope_long,0,i can honestly say that after swapping in the cable that came with it going by what the product listing actually says the firmware update bricked the unit
4027,val,scope_long,1,shipped to a uk address i will confirm that having tried it in a home office and on the train once i had worked through the printed setup guide the mounting bracket lines up perfectly posting this after a month of use
4028,train,scope_long,0,i have used it daily since march i can honestly say that once i had worked through the printed setup guide compared with the previous model i owned it stopped charging after three weeks will report back after the winter
4029,train,scope_long,0,it is not true that after two weeks of daily use compared with the previous model i owned setup took under five minutes happy to answer questions
4030,test,scope_long,1,buying for a home office it is true that after swapping in the cable that came with it compared with the previous model i owned the seller threw in a spare cable ordered through the app
4031,train,scope_long,1,shipped to a uk address the other reviews were not correct that for the money and for the use case i bought it for compared with the previous model i owned the hinge went loose within a month
4032,train,scope_long,1,bought during the autumn sale it is true that in the two months since the box arrived after two weeks of daily use the fabric held up after ten washes
4033,train,scope_long,1,shipped to a uk address i will not confirm that for the money and for the use case i bought it for even allowing for the most recent firmware update support never replied to my ticket updating this review later
4034,train,scope_long,1,buying for a home office i would tell a friend that across three different laptops and one tablet having tried it in a home office and on the train the fabric held up after ten washes happy to answer questions
4035,test,scope_long,0,i would never tell a friend that having tried it in a home office and on the train across three different laptops and one tablet the return label was already in the box
4036,train,scope_long,0,for reference i would never tell a friend that having tried it in a home office and on the train in the two months since the box arrived the seller threw in a spare cable
4037,train,scope_long,1,i have used it daily since march the other reviews were correct that having tried it in a home office and on the train after swapping in the cable that came with it the printed instructions were clear and short will report back after the winter
4038,test,scope_long,1,bought during the autumn sale it is true that for the money and for the use case i bought it for after two weeks of daily use the screen is bright and crisp posting this after a month of use
4039,train,scope_long,1,shipped to a uk address i would never tell a friend that even allowing for the most recent firmware update across three different laptops and one tablet the price went up the day after i ordered bought the black version
4040,train,scope_long,1,second one i have bought i will confirm that going by what the product listing actually says once i had worked through the printed setup guide the warranty claim took three minutes online updating this review later
4041,train,scope_long,0,bought during the autumn sale the other reviews were correct that after two weeks of daily use once i had worked through the printed setup guide the companion app crashes on every launch
4042,train,scope_long,1,i would never tell a friend that once i had worked through the printed setup guide even allowing for the most recent firmware update the companion app crashes on every launch posting this after a month of use
4043,train,scope_long,1,ordered this in june i would tell a friend that after swapping in the cable that came with it in the two months since the box arrived customer service refunded me the same day posting this after a month of use
4044,test,scope_long,1,for reference the other reviews were not correct that for the money and for the use case i bought it for going by what the product listing actually says the printed instructions were one unreadable page
4045,val,scope_long,0,ordered this in june the other reviews were correct that having tried it in a home office and on the train going by what the product listing actually says the seller shipped the wrong variant
4046,train,scope_long,1,i will not confirm that across three different laptops and one tablet in the two months since the box arrived the fit runs two sizes small updating this review later
4047,train,scope_long,1,for reference it is true that in the two months since the box arrived even allowing for the most recent firmware update the companion app is responsive and clean bought the black version
4048,train,scope_long,0,i will not confirm that compared with the previous model i owned after swapping in the cable that came with it the companion app is responsive and clean happy to answer questions
4049,train,scope_long,1,buying for a home office it is true that across three different laptops and one tablet having tried it in a home office and on the train the fit is exactly as described updating this review later
4050,test,scope_long,1,for reference i can not honestly say that after two weeks of daily use for the money and for the use case i bought it for the warranty claim has been open for six weeks
4051,train,scope_long,0,buying for a home office the other reviews were not correct that going by what the product listing actually says across three different laptops and one tablet the keys have a satisfying travel happy to answer questions
4052,train,scope_long,0,for reference i can honestly say that compared with the previous model i owned in the two months since the box arrived the warranty claim has been open for six weeks
4053,test,scope_long,0,buying for a home office it is true that compared with the previous model i owned in the two months since the box arrived the build quality feels cheap in the hand happy to answer questions
4054,test,scope_long,0,bought during the autumn sale it is true that for the money and for the use case i bought it for across three different laptops and one tablet the fabric pilled after a single wash ordered through the app
4055,val,scope_long,0,i will not confirm that for the money and for the use case i bought it for once i had worked through the printed setup guide the companion app is responsive and clean will report back after the winter
4056,test,scope_long,0,replacing a five year old unit i can honestly say that after swapping in the cable that came with it compared with the previous model i owned the packaging arrived crushed and open happy to answer questions
4057,val,scope_long,0,buying for a home office it is true that after swapping in the cable that came with it once i had worked through the printed setup guide the fit runs two sizes small bought the black version
4058,train,scope_long,1,it is true that across three different laptops and one tablet having tried it in a home office and on the train the sound is surprisingly rich bought the black version
4059,train,scope_long,0,i have used it daily since march i can not honestly say that having tried it in a home office and on the train after two weeks of daily use the build quality feels premium will report back after the winter
4060,train,scope_long,0,i can honestly say that once i had worked through the printed setup guide after swapping in the cable that came with it the packaging arrived crushed and open
4061,train,scope_long,1,my experience did not match the claim that even allowing for the most recent firmware update going by what the product listing actually says the colour is nothing like the product photos will report back after the winter
4062,test,scope_long,1,i would never tell a friend that even allowing for the most recent firmware update after two weeks of daily use the keys started sticking almost immediately
4063,train,scope_long,0,for reference i would never tell a friend that going by what the product listing actually says having tried it in a home office and on the train the build quality feels premium
4064,train,scope_long,1,i have used it daily since march it is not true that after two weeks of daily use after swapping in the cable that came with it the fabric pilled after a single wash
4065,test,scope_long,1,the other reviews were correct that across three different laptops and one tablet after two weeks of daily use the mounting bracket lines up perfectly posting this after a month of use
4066,val,scope_long,1,buying for a home office i would never tell a friend that compared with the previous model i owned even allowing for the most recent firmware update the firmware update bricked the unit
4067,train,scope_long,0,second one i have bought i can honestly say that in the two months since the box arrived for the money and for the use case i bought it for the battery drains overnight while it is off bought the black version
4068,test,scope_long,1,my experience matched the claim that even allowing for the most recent firmware update for the money and for the use case i bought it for the fit is exactly as described bought the black version
4069,train,scope_long,0,bought during the autumn sale it is true that once i had worked through the printed setup guide for the money and for the use case i bought it for the mounting bracket snapped under load ordered through the app
4070,train,scope_long,0,replacing a five year old unit i can not honestly say that for the money and for the use case i bought it for once i had worked through the printed setup guide it charges fully in about an hour model number lc four seven five
4071,train,scope_long,1,replacing a five year old unit my experience did not match the claim that in the two months since the box arrived even allowing for the most recent firmware update the fit runs two sizes small
4072,train,scope_long,0,i can not honestly say that for the money and for the use case i bought it for going by what the product listing actually says customer service refunded me the same day posting this after a month of use
4073,test,scope_long,0,shipped to a uk address i would tell a friend that compared with the previous model i owned once i had worked through the printed setup guide the keys started sticking almost immediately will report back after the winter
4074,test,scope_long,1,it is not true that after swapping in the cable that came with it compared with the previous model i owned the fit runs two sizes small bought the black version
4075,train,scope_long,1,for reference my experience matched the claim that going by what the product listing actually says in the two months since the box arrived setup took under five minutes bought the black version
4076,train,scope_long,1,buying for a home office my experience matched the claim that even allowing for the most recent firmware update once i had worked through the printed setup guide the mounting bracket lines up perfectly
4077,test,scope_long,1,replacing a five year old unit i would tell a friend that once i had worked through the printed setup guide having tried it in a home office and on the train the price is unbeatable for this spec posting this after a month of use
4078,train,scope_long,1,ordered this in june i can honestly say that even allowing for the most recent firmware update for the money and for the use case i bought it for the companion app is responsive and clean ordered through the app
4079,val,scope_long,0,i have used it daily since march i would never tell a friend that after swapping in the cable that came with it in the two months since the box arrived delivery arrived a day early
4080,test,scope_long,0,replacing a five year old unit i will confirm that after swapping in the cable that came with it for the money and for the use case i bought it for the mounting bracket snapped under load happy to answer questions
4081,train,scope_long,1,shipped to a uk address i can not honestly say that having tried it in a home office and on the train after two weeks of daily use customer service put me on hold for an hour
4082,train,scope_long,1,my experience did not match the claim that for the money and for the use case i bought it for once i had worked through the printed setup guide the warranty claim has been open for six weeks
4083,test,scope_long,0,shipped to a uk address i can honestly say that after swapping in the cable that came with it having tried it in a home office and on the train the build quality feels cheap in the hand model number lc four seven five
4084,val,scope_long,0,shipped to a uk address it is not true that after swapping in the cable that came with it even allowing for the most recent firmware update it charges fully in about an hour will report back after the winter
4085,test,scope_long,1,shipped to a uk address the other reviews were correct that compared with the previous model i owned across three different laptops and one tablet the screen is bright and crisp model number lc four seven five
4086,train,scope_long,1,ordered this in june i will confirm that even allowing for the most recent firmware update in the two months since the box arrived it pairs with my laptop instantly happy to answer questions
4087,train,scope_long,1,my experience did not match the claim that once i had worked through the printed setup guide after two weeks of daily use the keys started sticking almost immediately updating this review later
4088,train,scope_long,1,bought during the autumn sale i will confirm that once i had worked through the printed setup guide having tried it in a home office and on the train customer service refunded me the same day posting this after a month of use
4089,train,scope_long,0,i can honestly say that for the money and for the use case i bought it for going by what the product listing actually says it disconnects from my laptop constantly
4090,train,scope_long,1,the other reviews were not correct that going by what the product listing actually says compared with the previous model i owned the hinge went loose within a month posting this after a month of use
4091,train,scope_long,0,shipped to a uk address the other reviews were correct that in the two months since the box arrived once i had worked through the printed setup guide customer service put me on hold for an hour
4092,train,scope_long,0,buying for a home office it is true that across three different laptops and one tablet in the two months since the box arrived setup took me most of an afternoon updating this review later
4093,train,scope_long,0,shipped to a uk address i would tell a friend that once i had worked through the printed setup guide even allowing for the most recent firmware update setup took me most of an afternoon updating this review later
4094,train,scope_long,1,i will not confirm that after two weeks of daily use even allowing for the most recent firmware update the stitching came apart at the corner
4095,train,scope_long,1,ordered this in june i would never tell a friend that for the money and for the use case i bought it for having tried it in a home office and on the train it disconnects from my laptop constantly
4096,test,scope_long,1,replacing a five year old unit i will not confirm that once i had worked through the printed setup guide for the money and for the use case i bought it for the keys started sticking almost immediately posting this after a month of use
4097,train,scope_long,0,i have used it daily since march i can not honestly say that compared with the previous model i owned in the two months since the box arrived the seller threw in a spare cable
4098,train,scope_long,0,buying for a home office my experience matched the claim that after two weeks of daily use even allowing for the most recent firmware update the firmware update bricked the unit
4099,train,scope_long,1,replacing a five year old unit my experience matched the claim that going by what the product listing actually says after two weeks of daily use the build quality feels premium bought the black version
4100,train,scope_long,1,it is not true that even allowing for the most recent firmware update for the money and for the use case i bought it for the fit runs two sizes small bought the black version
4101,train,scope_long,0,replacing a five year old unit i would tell a friend that once i had worked through the printed setup guide for the money and for the use case i bought it for the mounting bracket snapped under load will report back after the winter
4102,train,scope_long,0,my experience did not match the claim that compared with the previous model i owned having tried it in a home office and on the train the seller threw in a spare cable updating this review later
4103,val,scope_long,1,for reference i would tell a friend that across three different laptops and one tablet once i had worked through the printed setup guide the weight is far lower than i expected
4104,test,scope_long,1,for reference i will not confirm that once i had worked through the printed setup guide across three different laptops and one tablet the packaging arrived crushed and open ordered through the app
4105,train,scope_long,0,bought during the autumn sale i would never tell a friend that after swapping in the cable that came with it for the money and for the use case i bought it for the companion app is responsive and clean ordered through the app
4106,test,scope_long,1,bought during the autumn sale the other reviews were correct that in the two months since the box arrived going by what the product listing actually says the fabric held up after ten washes
4107,test,scope_long,0,buying for a home office i would never tell a friend that even allowing for the most recent firmware update compared with the previous model i owned the firmware update installed without a hitch
4108,train,scope_long,1,buying for a home office i would tell a friend that having tried it in a home office and on the train once i had worked through the printed setup guide the build quality feels premium bought the black version
4109,train,scope_long,1,for reference i can honestly say that in the two months since the box arrived across three different laptops and one tablet the packaging was neat and fully recyclable updating this review later
4110,test,scope_long,1,my experience matched the claim that across three different laptops and one tablet compared with the previous model i owned the screen is bright and crisp model number lc four seven five
4111,train,scope_long,0,i would tell a friend that for the money and for the use case i bought it for after swapping in the cable that came with it the warranty claim has been open for six weeks
4112,test,scope_long,0,my experience did not match the claim that across three different laptops and one tablet for the money and for the use case i bought it for the price is unbeatable for this spec happy to answer questions
4113,train,scope_long,0,for reference the other reviews were not correct that after swapping in the cable that came with it having tried it in a home office and on the train the warranty claim took three minutes online updating this review later
4114,train,scope_long,0,second one i have bought i will confirm that even allowing for the most recent firmware update once i had worked through the printed setup guide the fit runs two sizes small ordered through the app
4115,train,scope_long,0,replacing a five year old unit the other reviews were not correct that after two weeks of daily use across three different laptops and one tablet the battery easily lasts two days ordered through the app
4116,train,scope_long,1,the other reviews were correct that after two weeks of daily use going by what the product listing actually says it survived a drop onto concrete
4117,train,scope_long,0,second one i have bought my experience matched the claim that compared with the previous model i owned having tried it in a home office and on the train customer service put me on hold for an hour ordered through the app
4118,train,scope_long,1,replacing a five year old unit i would tell a friend that for the money and for the use case i bought it for once i had worked through the printed setup guide the companion app is responsive and clean posting this after a month of use
4119,train,scope_long,1,my experience matched the claim that even allowing for the most recent firmware update going by what the product listing actually says the sound is surprisingly rich ordered through the app
4120,train,scope_long,0,ordered this in june it is true that even allowing for the most recent firmware update after swapping in the cable that came with it support never replied to my ticket posting this after a month of use
4121,train,scope_long,0,shipped to a uk address it is not true that having tried it in a home office and on the train after two weeks of daily use the colour matches the product photos
4122,test,scope_long,0,i will not confirm that once i had worked through the printed setup guide after two weeks of daily use the build quality feels premium posting this after a month of use
4123,train,scope_long,1,i will not confirm that after swapping in the cable that came with it after two weeks of daily use the packaging arrived crushed and open model number lc four seven five
4124,val,scope_long,1,i will not confirm that in the two months since the box arrived going by what the product listing actually says the fit runs two sizes small posting this after a month of use
4125,val,scope_long,1,for reference it is true that for the money and for the use case i bought it for compared with the previous model i owned the companion app is responsive and clean will report back after the winter
4126,train,scope_long,0,i would tell a friend that even allowing for the most recent firmware update compared with the previous model i owned the companion app crashes on every launch
4127,train,scope_long,0,ordered this in june the other reviews were not correct that once i had worked through the printed setup guide for the money and for the use case i bought it for it pairs with my laptop instantly ordered through the app
4128,val,scope_long,0,i have used it daily since march i would never tell a friend that for the money and for the use case i bought it for even allowing for the most recent firmware update the weight is far lower than i expected posting this after a month of use
4129,train,scope_long,1,ordered this in june i would never tell a friend that once i had worked through the printed setup guide across three different laptops and one tablet the keys started sticking almost immediately will report back after the winter
4130,test,scope_long,1,buying for a home office i will not confirm that having tried it in a home office and on the train going by what the product listing actually says delivery was nine days late with no notice updating this review later
4131,train,scope_long,0,for reference i would tell a friend that after two weeks of daily use for the money and for the use case i bought it for customer service put me on hold for an hour posting this after a month of use
4132,train,scope_long,1,for reference the other reviews were correct that once i had worked through the printed setup guide even allowing for the most recent firmware update the mounting bracket lines up perfectly model number lc four seven five
4133,test,scope_long,0,replacing a five year old unit i would tell a friend that going by what the product listing actually says having tried it in a home office and on the train the screen developed a dead pixel in week two
4134,train,scope_long,1,second one i have bought i would tell a friend that after two weeks of daily use after swapping in the cable that came with it the stitching is even all the way round ordered through the app
4135,train,scope_long,0,replacing a five year old unit i will not confirm that after swapping in the cable that came with it compared with the previous model i owned the screen is bright and crisp will report back after the winter
4136,train,scope_long,1,shipped to a uk address it is true that for the money and for the use case i bought it for compared with the previous model i owned the fit is exactly as described will report back after the winter
4137,train,scope_long,1,i would tell a friend that even allowing for the most recent firmware update once i had worked through the printed setup guide the fabric held up after ten washes happy to answer questions
4138,train,scope_long,0,replacing a five year old unit i will confirm that once i had worked through the printed setup guide after two weeks of daily use the weight makes it useless for travel bought the black version
4139,test,scope_long,0,bought during the autumn sale i would tell a friend that in the two months since the box arrived having tried it in a home office and on the train the return label cost me twelve dollars happy to answer questions
4140,test,scope_long,0,second one i have bought i would tell a friend that even allowing for the most recent firmware update once i had worked through the printed setup guide delivery was nine days late with no notice
4141,train,scope_long,0,it is true that for the money and for the use case i bought it for in the two months since the box arrived the packaging arrived crushed and open
4142,val,scope_long,0,ordered this in june it is true that for the money and for the use case i bought it for across three different laptops and one tablet the colour is nothing like the product photos will report back after the winter
4143,train,scope_long,1,second one i have bought i would tell a friend that compared with the previous model i owned even allowing for the most recent firmware update the carrying case is genuinely useful will report back after the winter
4144,test,scope_long,1,replacing a five year old unit it is true that even allowing for the most recent firmware update across three different laptops and one tablet the firmware update installed without a hitch happy to answer questions
4145,train,scope_long,0,i have used it daily since march the other reviews were correct that for the money and for the use case i bought it for once i had worked through the printed setup guide the seller shipped the wrong variant will report back after the winter
4146,train,scope_long,0,second one i have bought the other reviews were correct that once i had worked through the printed setup guide after swapping in the cable that came with it the printed instructions were one unreadable page model number lc four seven five
4147,test,scope_long,0,ordered this in june my experience did not match the claim that in the two months since the box arrived having tried it in a home office and on the train the hinge still feels tight after a year
4148,train,scope_long,0,replacing a five year old unit i can not honestly say that in the two months since the box arrived after two weeks of daily use the printed instructions were clear and short posting this after a month of use
4149,train,scope_long,1,my experience matched the claim that even allowing for the most recent firmware update across three different laptops and one tablet the sound is surprisingly rich will report back after the winter
4150,test,scope_long,1,i have used it daily since march i can not honestly say that even allowing for the most recent firmware update going by what the product listing actually says the build quality feels cheap in the hand will report back after the winter
4151,test,scope_long,0,replacing a five year old unit i will confirm that compared with the previous model i owned having tried it in a home office and on the train the packaging arrived crushed and open ordered through the app
4152,test,scope_long,0,second one i have bought it is true that in the two months since the box arrived after two weeks of daily use the packaging arrived crushed and open
4153,train,scope_long,1,replacing a five year old unit the other reviews were correct that across three different laptops and one tablet after two weeks of daily use the colour matches the product photos bought the black version
4154,test,scope_long,1,shipped to a uk address it is true that going by what the product listing actually says compared with the previous model i owned support answered within an hour
4155,train,scope_long,1,the other reviews were correct that compared with the previous model i owned in the two months since the box arrived the sound is surprisingly rich
4156,test,scope_long,1,for reference i would tell a friend that after swapping in the cable that came with it for the money and for the use case i bought it for the companion app is responsive and clean will report back after the winter
4157,val,scope_long,0,shipped to a uk address i would never tell a friend that even allowing for the most recent firmware update after swapping in the cable that came with it the packaging was neat and fully recyclable
4158,test,scope_long,1,the other reviews were correct that for the money and for the use case i bought it for going by what the product listing actually says the sound is surprisingly rich model number lc four seven five
4159,train,scope_long,0,ordered this in june my experience matched the claim that even allowing for the most recent firmware update across three different laptops and one tablet the seller shipped the wrong variant posting this after a month of use
4160,test,scope_long,1,bought during the autumn sale the other reviews were correct that across three different laptops and one tablet after swapping in the cable that came with it the fabric held up after ten washes
4161,test,scope_long,0,i have used it daily since march it is not true that after two weeks of daily use for the money and for the use case i bought it for the warranty claim took three minutes online model number lc four seven five
4162,train,scope_long,1,i would never tell a friend that going by what the product listing actually says after swapping in the cable that came with it the fabric pilled after a single wash
4163,train,scope_long,0,i have used it daily since march the other reviews were not correct that even allowing for the most recent firmware update after two weeks of daily use the fabric held up after ten washes
4164,train,scope_long,0,i can not honestly say that in the two months since the box arrived across three different laptops and one tablet setup took under five minutes
4165,train,scope_long,1,buying for a home office i can honestly say that having tried it in a home office and on the train after two weeks of daily use customer service refunded me the same day model number lc four seven five
4166,train,scope_long,0,ordered this in june it is true that compared with the previous model i owned after two weeks of daily use the colour is nothing like the product photos bought the black version
4167,test,scope_long,0,for reference my experience matched the claim that for the money and for the use case i bought it for after swapping in the cable that came with it the price went up the day after i ordered
4168,train,scope_long,1,i have used it daily since march i can honestly say that after two weeks of daily use even allowing for the most recent firmware update the colour matches the product photos
4169,val,scope_long,0,shipped to a uk address i would tell a friend that having tried it in a home office and on the train in the two months since the box arrived the companion app crashes on every launch
4170,train,scope_long,1,i will confirm that having tried it in a home office and on the train after swapping in the cable that came with it support answered within an hour model number lc four seven five
4171,train,scope_long,1,second one i have bought i can not honestly say that compared with the previous model i owned after swapping in the cable that came with it the mounting bracket snapped under load happy to answer questions
4172,train,scope_long,1,buying for a home office it is not true that after swapping in the cable that came with it even allowing for the most recent firmware update the companion app crashes on every launch model number lc four seven five
4173,train,scope_long,0,shipped to a uk address it is true that after two weeks of daily use having tried it in a home office and on the train the screen developed a dead pixel in week two will report back after the winter
4174,train,scope_long,1,replacing a five year old unit i would tell a friend that going by what the product listing actually says for the money and for the use case i bought it for the firmware update installed without a hitch bought the black version
4175,test,scope_long,1,shipped to a uk address i can not honestly say that after two weeks of daily use even allowing for the most recent firmware update the fabric pilled after a single wash ordered through the app
4176,train,scope_long,1,i can honestly say that for the money and for the use case i bought it for after two weeks of daily use setup took under five minutes
4177,train,scope_long,0,replacing a five year old unit i can not honestly say that having tried it in a home office and on the train in the two months since the box arrived setup took under five minutes
4178,train,scope_long,1,second one i have bought my experience did not match the claim that in the two months since the box arrived having tried it in a home office and on the train the hinge went loose within a month model number lc four seven five
4179,train,scope_long,1,i have used it daily since march i would never tell a friend that having tried it in a home office and on the train once i had worked through the printed setup guide the colour is nothing like the product photos
4180,train,scope_long,0,ordered this in june my experience did not match the claim that going by what the product listing actually says after swapping in the cable that came with it it survived a drop onto concrete posting this after a month of use
4181,train,scope_long,1,shipped to a uk address my experience did not match the claim that after swapping in the cable that came with it even allowing for the most recent firmware update the build quality feels cheap in the hand
4182,test,scope_long,1,buying for a home office the other reviews were not correct that after two weeks of daily use having tried it in a home office and on the train the battery drains overnight while it is off ordered through the app
4183,train,scope_long,0,i will confirm that after swapping in the cable that came with it across three different laptops and one tablet the mounting bracket snapped under load
4184,val,scope_long,0,buying for a home office i would tell a friend that once i had worked through the printed setup guide going by what the product listing actually says the colour is nothing like the product photos
4185,test,scope_long,0,shipped to a uk address i would tell a friend that going by what the product listing actually says in the two months since the box arrived the firmware update bricked the unit
4186,train,scope_long,1,buying for a home office i would never tell a friend that in the two months since the box arrived across three different laptops and one tablet the battery drains overnight while it is off ordered through the app
4187,train,scope_long,0,for reference my experience did not match the claim that compared with the previous model i owned going by what the product listing actually says the return label was already in the box
4188,train,scope_long,1,shipped to a uk address the other reviews were correct that once i had worked through the printed setup guide even allowing for the most recent firmware update the return label was already in the box ordered through the app
4189,train,scope_long,0,i would tell a friend that for the money and for the use case i bought it for having tried it in a home office and on the train the return label cost me twelve dollars
4190,train,scope_long,0,my experience did not match the claim that going by what the product listing actually says having tried it in a home office and on the train the fabric held up after ten washes will report back after the winter
4191,train,scope_long,0,i would never tell a friend that after two weeks of daily use having tried it in a home office and on the train customer service refunded me the same day updating this review later
4192,test,scope_long,0,for reference the other reviews were not correct that after swapping in the cable that came with it once i had worked through the printed setup guide the packaging was neat and fully recyclable ordered through the app
4193,train,scope_long,1,buying for a home office i would tell a friend that in the two months since the box arrived even allowing for the most recent firmware update the weight is far lower than i expected
4194,val,scope_long,1,it is not true that even allowing for the most recent firmware update going by what the product listing actually says the printed instructions were one unreadable page will report back after the winter
4195,train,scope_long,1,second one i have bought i will confirm that across three different laptops and one tablet having tried it in a home office and on the train the keys have a satisfying travel
4196,train,scope_long,1,for reference i would never tell a friend that across three different laptops and one tablet after two weeks of daily use the weight makes it useless for travel updating this review later
4197,train,scope_long,1,my experience did not match the claim that going by what the product listing actually says after two weeks of daily use the printed instructions were one unreadable page posting this after a month of use
4198,test,scope_long,1,i can honestly say that even allowing for the most recent firmware update in the two months since the box arrived the companion app is responsive and clean happy to answer questions
4199,test,scope_long,0,for reference i will confirm that even allowing for the most recent firmware update compared with the previous model i owned it disconnects from my laptop constantly
4200,train,scope_long,1,for reference i can not honestly say that in the two months since the box arrived across three different laptops and one tablet the warranty claim has been open for six weeks updating this review later
4201,train,scope_long,0,i can not honestly say that for the money and for the use case i bought it for even allowing for the most recent firmware update the build quality feels premium ordered through the app
4202,val,scope_long,0,buying for a home office it is not true that going by what the product listing actually says after swapping in the cable that came with it the carrying case is genuinely useful posting this after a month of use
4203,test,scope_long,1,replacing a five year old unit my experience did not match the claim that compared with the previous model i owned after two weeks of daily use it cracked from a knock off the desk updating this review later
4204,test,scope_long,1,replacing a five year old unit my experience did not match the claim that after two weeks of daily use going by what the product listing actually says the screen developed a dead pixel in week two
4205,train,scope_long,1,i would never tell a friend that after swapping in the cable that came with it going by what the product listing actually says the keys started sticking almost immediately
4206,test,scope_long,1,i have used it daily since march i can honestly say that across three different laptops and one tablet even allowing for the most recent firmware update the carrying case is genuinely useful happy to answer questions
4207,train,scope_long,1,buying for a home office i can honestly say that compared with the previous model i owned in the two months since the box arrived the stitching is even all the way round updating this review later
