ticket_id,channel,subject,body,queue
T-90610,webform,Problem with my order,"Hello Northwind, The password reset email never arrives - I have checked spam several times. The order had the Torrent rain pants and some smaller items in it. Thanks.",account-access
T-90611,email,Refund not received,"Hey, The price of the Voltpack 20K power bank dropped to $249.50 the day after I bought it - do you do price adjustments. my package arrived with the box soaked and the trailhead trail runners inside looks okay. my package arrived with the box crushed and the trailhead trail runners inside looks okay. Please advise. — Devon Larsen",billing
T-90612,chat,Account locked,the password reset email never arrives - I have checked spam several times. I have been a customer for three seasons and this is the first problem I have had?,account-access
T-90613,email,Help,"Hello, I cannot open the tracking link for my order without signing in and the sign in page just loops. Thanks. — Devon gNuyen",account-access
T-90614,email,Question,"Hey, My account shows an order I already cancelled and the charge is still pending on my card. I contacted you last wee about this and never heard back. Thanks.",billing
T-90615,webform,Urgent,"Hey, Can I get an itemized receipt or invoice for order NW-70171 - I need it for my expense report. Thank you.",billing
T-90616,email,Question,"Good morning, Can I change the delivery adddress on order NW-51125 before it ships. The orde had the Ember camp stove and some smalelr items in it. Appreciate it. — Quinn Silva",shipping
T-90617,email,Help,"Hello Northwiind, Customs is asking me to pay $42.99 in import fees for order NW-55805 - was that supposed to happen. Order numberi s NW-52440 if that helps. Please advise.",shipping
T-90618,email,Password reset not working,"Hello, The password reset email never arrives - I have checked spam twice. Order number is NW-41964 if that helps. Thanks. — Avery Kim",account-access
T-90619,chat,Refund not received,Please cancel my Trail Club membership - I ams till being billed $12.99 a month.I  already looked through the help center and could not find an answer,billing
T-90620,chat,Question,My return was received over two weeks ago but the refund of $64.99 still is not back on my card. how do i change the email address on my account - i no longer have access to the old one??,billing
T-90621,webform,Login trouble,"Hi, The password reset email never arrives - I have checked spam several times. The package was a gift for my son.",account-access
T-90622,email,Support request,"Hey, When I log in my order history shows someone else's orders and charges. This is for an upcoming canoe trip. Appreciate it. — Dana Larsen",account-access
T-90623,email,Order not delivered,"Hey, The estimated delivery on my order keeps moving - it has changed twice this week. Hope you can help. — Kai Silva",shipping
T-90624,email,Problem with my order,"Hey, There is a charge from Northwind on my statement for $149.99 that I do not recognize. The package was a gift for a friend. Thank you. — Avery Garcia",billing
T-90625,webform,Refund not received,Can I get an itemized receipt or invoice for order NW-56148 - I need it for my expense report. you split my order into two shipments and only one has any tracking movement. Thank you.,billing
T-90626,chat,Help,my refund was approved but the replacement Trailhead hiking boots still has no tracking number. I tried calling but the wait time was over 20 minutes,shipping
T-90627,chat,Order status,I need the Slate sunglasses before my trip on the 14th - can you expedite shipping. The order hadt he Puffin down vest and some smaller items in it,shipping
T-90628,email,Order status,"Hello Northwind, DHL tracking shows my package has been sitting in customs for over two weeks. Order number is NW-61333 if that helps. Please advise. — Jamie Chen",shipping
T-90629,email,Need assistance,"Hello, The tracking page says delivered but there is no package anywhere at my address. I need this sorted before Friday. Thank you. — Reese Haddad",shipping
T-90630,chat,Supporrt request,hw do I change the email address on my account - I no longer have access to the old one. please cancel my trail club membership - i am still being billed $12.99 a month??,account-access
T-90631,email,Login trouble,"Hello Northwind, I cannot log in to my account - it keeps saying my password is wrong even after I reset it. only half of order nw-75008 showed up - the ridgeline 2p tent is missing from the box. I have been a customer for a long time and this s the first problem I have had. Appreciate it. — Casey Garcia",account-access
T-90632,email,Package missing,"Hello, I need the Ridgeline 2P tent before Friday - can you expedite shipping. The package as a gift for my daughter. Thanks.",shipping
T-90633,chat,Urgent,The tracking says my order was delivered but I was charged for shipping insurance I never added?,billing
T-90634,email,Help,My order history disappeared after I merged my old account with my new email. Hope you can help.,account-access
T-90635,webform,Question,"Hello Northwind, The verification link in the signup email says it has expired. The order had the Ridgeline 2P tent and some smaller items in it.",account-access
T-90636,chat,Order status,can I change the delivery address on order NW-62785 before it ships. This is for an upcoming camping trip??,shipping
T-90637,webform,Supportr equest,"Hi there, The tracking says my order was delivered ut I was charged for shipping insurance I nevej added. Order number is NW-57569 if that helps. Please advise.",billing
T-90638,webform,Support request,"Hello Northwind, Why was I charged $118.95 for shiping when the site says orders over $75 ship free. i paidd $189.50 extra for two day shippnig and it has been five days. only half of order nw-46643 showed up - the cascade 0 sleeping bag is missing from the box. I already looked through the help senter and could not find an answer. Thanks in advance.",billing
T-90639,chat,Double charged,the prom code WELCME10 did not apply at checkout and I wasc harged full price. Order number is NW-61959 if that helps??,billing
T-90640,chat,Question,The promo code TRAIL15 did not apply at checkout and I was charged full price. I paid with the card ending 7417?,billing
T-90641,webform,Membership billing,My gift card balance shows $118.95 but checkout would not let meu se it. The package was a gift for my son. Appreciate it.,billing
T-90642,chat,Shipping delay,Customs is asking me to pay $35.50 in import fees for order NW-64394 - was that supposed to happen. The packkage was a gift for my son??,shipping
T-90643,email,Question,I need the Lumen 400 headlamp before my trrp on the 14th - can you expedite shipping. I have been a customer for a long time and this is the firrst problem I have had. Thanks. — Kai Brooks,shipping
T-90644,chat,Question,There is a charge from Northwind on my statement for $35.50 that I do not recognize. The order had the Cascade 0 sleeping bag and some smaller items in it.,billing
T-90645,email,Help,"Hi, I was charged twice for order NW-54389 - there are two $129.50 charges on my card. I tried calling but the wait time was over 30 minutes. Hope you can help.",billing
T-90646,email,Where is my order,"second time sending this. Good morning, I need the Glacier 45 cooler before this weekend - can you expedite shipping. I contacted you a few days ago about this and never heard back. Hope you can help.",shipping
T-90647,chat,Support request,customs is asking me to pay $89.50 in import fees for order NW-60047 - was that supposed to happen,shipping
T-90648,webform,Order not delivered,"Good morning, Only half of order NW-52444 showed up - the Aurora camp lantern is missing from the box. please cancel my trail club membership - i am still being billed $9.99 a month. I contacted you a few days ago about this and never heard back. Thanks.",shipping
T-90649,email,Need sasistance,The email receipt went to my old address - I need to update where my invoices get sent. I placed the order about ten days ago. Hope you can help. — Morgan Brooks,account-access
T-90650,email,Support request,"Hi there, My order NW-72125 was placed over two weeks ago and the tracking still says label created. I have been a customer for years and this is the first problem I have had. Thank you. — Riley Silva",shipping
T-90651,chat,Help,My gift card balance shows $19.50 but checkout would not let me use it. only half of order nw-61138 showed up - the torrent rain jacket is missing from the box.,billing
T-90652,email,Question,My refund was approved but the replacement Summit 65 backpack still has no tracking number.,shipping
T-90653,chat,Double charged,My return was received three days ago but the refund of $249.00 still is not back on my card. I placed the order last week.,billing
T-90654,email,Urgent,please call me back 451-555-9320,account-access
T-90655,chat,Help,You split my order into two shipments and only one has any tracking movement. I already looked through the help center and could not find an answer?,shipping
T-90656,email,Login trouble,"Hello Northwind, I cannot open the tracking link for my order without signing in and the sign in page just loops. I contacted you last week about this and never heard back. Please advise. — Rowan Patel",account-access
T-90657,chat,Help,how do I change the email address on my account - I no longer have access to the old one. I need this sorted before Friday.,account-access
T-90658,email,Help,"Hey, How do I change the email address on my account - I no longer have access to the old one. I have been a customer for three seasons and this is the first problem I have had. Hope you can help.",account-access
T-90659,webform,Double charged,My account shows an order I already cancelled and the charge is still pending on my card. Order number is NW-66890 if that helps. Thanks.,billing
T-90660,email,Need assistance,"Hi there, My gift card balance shows $64.95 but checkout would not let me use it. how do i change the email address on my account - i no longer have access to the old one. i think someone else has been using my account - there is an order in my history i never placed. I tried calling but the wait time was over 20 minutes. Thank you.",billing
T-90661,email,Quetion,"Hey, If I refuse the package at delivery do I still have to pay return shipping. I tried calling but the wait time was over 30 minutes. Thanks. — Riley Kim",shipping
T-90662,email,Delivery probelm,"Hi, If I refuse the package at delivery do I still have to pay return shipping. This is for an upcoming family trip. Hope you can help. — Jamie Okafor",shipping
T-90663,webform,Question,"Hi there, I paid $64.00 extra for two day shipping and it has been two days.",shipping
T-90664,email,Charge I do not recognize,"Hi there, Why was I charged $214.00 for shipping when the site says orders over $75 ship free. The order had the Puffin down vest and some smaller items in it. Hope you can help.",billing
T-90665,chat,Delivery problem,The tracking page says delivered but there is no package anywhere at my address. I already looked through the help center and could not find an answer??,shipping
T-90666,chat,Help,I need the Otter dry bag before Friday - can you expedite shipping. i returned the glacier 45 cooler and the refund i got was $89.95 short of what i paid?,shipping
T-90667,email,Payment issue,My return wsa received a week ago but the refund of $35.99 still is not back on my card. I pad with the card ending 6987. — Jordan Garcia,billing
T-90668,chat,Support request,the promo code TRAIL15 did not apply at checkout and I was charge dfull price. Order number is uW-79128 if thatt helps.,billing
T-90669,webform,Need assistance,I paid $19.50 extra for two day shipping and it has been two days. I contacted you a few days ago about this and never heard back. Thanks in advance.,shipping
T-90670,chat,Delivery problem,The tracking page says delivered but there is no package anywhere at my address. Order number is NW-76041 if that helps?,shipping
T-90671,chat,Login trouble,please delete my account and all my personal data. The order had the Trailhead hiking boots and some smaller items in it.,account-access
T-90672,email,Delivery problem,"Hi, If I refuse the package at delivery do I still have to pay return shipping. I have been a customer for years and this is the first problem I have had. Thanks. — Kai Brooks",shipping
T-90673,webform,Urgent,"Good morning, How do I change the email address on my account - I no longer have access to the old one. i was charged sales tax on order nw-50251 but my state does not tax clothing. Thank you.",account-access
T-90674,chat,Need asistance,i think someone else has been using my account - there is an order in my history I never placed. i returned the torrent rain jacket and the refund i got was $214.99 short of what i paid??,account-access
T-90675,webform,Promo code problem,"Good morning, My account shows an order I already cancelled and the charge is still pending on my card. i keep getting logged out every time the app updates. The package was a gift for a friend.",billing
T-90676,email,Need assistance,My order NW-48205 was placed ten days ago and the tracking still says label created. I need this sorted before Friday. Thanks.,shipping
T-90677,chat,Question,You charged the wrong card - the order should have gone on the card ending 4277.,billing
T-90678,chat,Need assistance,my packag earrived with the box soaked and the Ridgeline 2P tent inside looks damaged. The packagee was a gift for my son,shipping
T-90679,chat,Problem with my order,There is a charge from Northwind on my statement for $19.00 that I do not recognize. I need this sorted before the weekend.,billing
T-90680,chat,Shipping delay,the estimated delivery on my order keeps moving - it has changed twice this week. Order number is NW-70950 if that helps?,shipping
T-90681,webform,Help,"Hi there, Please delete my account and all my personal data. Order number is NW-69599 if that helps. Hope you can help.",account-access
T-90682,email,Support request,see below. ref NW-79353,shipping
T-90683,email,Help,"Good morning, My order NW-69541 was placed three days ago and the tracking still says label created. The order had the Otter dry bag and some smaller items in it.",shipping
T-90684,email,Order tatus,"Hi there, Can I change the delivery address on order NW-77192 before it ships. i returned the anchor bear canister and the refund i got was $79.00 short of what i paid. my return was received four days ago but the refund of $35.99 still is not back on my card. The order had the Merino trail socks and some smaller items in it. Please advise. — Riley Larsen",shipping
T-90685,email,Charge I do not recognize,"Good morning, There is a charge from Northwind on my statement for $64.99 that I do not recognize. The package was a gift for a friend. Hope you can help.",billing
T-90686,email,Late orer,"following up - Good morning, Only half of order NW-50960 showed up - the Slate sunglasses is missing from the box. Thank you. — Reese Okafor",shipping
T-90687,webform,Need assistance,"Good morning, I was charged sales tax on order NW-41951 but my state does not tax clothing. I contacted you last week about this and never heard back. Please advise.",billing
T-90688,webform,Need assistance,"Hey, My order NW-65885 was placed four days ago and the tracking still says label created. I have been a customer for a long time and this is the first problem I have had. Thank you.",shipping
T-90689,email,2FA problem,"Hi there, The email receipt went to my old address - I need to update where my invoices get sent. I contacted you a few days ago about this and never heard back. Hope you can help. — Jamie Brooks",account-access
T-90690,email,Question,following up - My refund was approved but the replacement Summit 65 backpack still has no tracking number.,shipping
T-90691,email,Help,"Hi, You split myo rrder into two shipments ad only one has any tracking movement. I tried calling but the wait time was over 02 minutes. Hope you can help. — Reese Whitfield",shipping
T-90692,chat,Problem with my order,please delete my account and all my personal data. The order had the Lumen 800 headlamp and some smaller items in it??,account-access
T-90693,email,Help,"Hello, Customs is asking me to pay $89.99 in import fees for order NW-53519 - was that supposed to happen. Order number is NW-47858 if that helps. Please advise. — Sam Silva",shipping
T-90694,email,Need assistance,"Hello Northwind, There is a charge from Northwind on my statement for $129.00 that I do not recognize. I contacted you last week about this and never heard back. Please advise. — Avery Patel",billing
T-90695,email,Delivery problem,"Good morning, Only half of order NW-66774 showed up - the Ember camp stove is missing from the box. I tried calling but the wait time was over 20 minutes. Thank you.",shipping
T-90696,chat,Urgent,You split my order into two shipments and only one has any tracking movement. Order number is NW-44826 if that helps??,shipping
T-90697,email,Refund not received,"Hello Northwind, Can I get an itemized receipt or invoice for order NW-45808 - I need it for my expense report. I already looked through the help center and could not find an answer. Appreciate it.",billing
T-90698,webform,Help,"Hi there, You charged the wrong card - the order should have gone on the card ending 9168. i cannot log in to my account - it keeps saying my password is wrong even after i reset it. I need this sorted before the weekend. Thanks.",billing
T-90699,email,Urgent,"Good morning, If I refuse the package at delivery do I still have to pay return shipping. I paid with the card ending 690.7 Hope you can help. — Rowan Kaur",shipping
T-90700,email,Billing question,"Hi there, Please cancel my Trail Club membership - I am still being billed $9.99 a month. I have been a customer for three seasons and this is the first problem I have had. Thank you.",billing
T-90701,email,Payment issue,"Hello, The promo code TRAIL15 did not apply at checkout and I was charged full price. I contacted you last week about this and never heard back. Thanks in advance. — Alex Nguyen",billing
T-90702,chat,Need assistance,the estimated delivery on my order keeps moving - it has changed twice this week?,shipping
T-90703,webform,Need assistance,My return was received four days ago but the refund of $189.99 still is not back on my card. I placed the order during the sale. Thanks.,billing
T-90704,email,Where is my order,"Good morning, I need the Glacier 45 cooler before this weekend - can you expedite shipping. I contacted you a few days ago about this and never heard back. Hope you can help.",shipping
T-90705,chat,2FA problem,I cannot log int o my account - it keeps saiyng my passwkrd is wrong een after I reset it.,account-access
T-90706,webform,Question,FedEx tracking shows my package has been sitting in Memphis for two weeks. The order had the Lumen 800 headlamp and some smaller items in it. Please advise.,shipping
T-90707,email,Question,"Hi, Where is my order? The Voltpack 20K power bank was supposed to arrive two days ago. Appreciate it. — Taylor Ortiz",shipping
T-90708,chat,Question,If I refuse the package at delivery do I still have to pay return shipping. I have been a customer for a long time and this is the first problem I have had.,shipping
T-90709,webform,Membership billing,"Hello, You charged the wrong card - the order should have gone on the card endign 5751. I tried calling but thew ait time was over 30 minutes.",billing
T-90710,chat,Payment issue,My return was received over two weeks ago but the refund of $129.95 still iis not back on my card. my refund was approved but the replacement puffin down vest still has no tracking number,billing
T-90711,email,Account locked,I changed phones and can no longer get the two factor authentication code.,account-access
T-90712,email,Problem with my order,"Hello, My refund was approved but the replacement Trailhead hiking boots still has no tracking number. i think someone else has been using my account - there is an order in my history i never placed.",shipping
T-90713,chat,Probelm with my order,I changed phones and can no longer get the two factor authentication code. The package was a gift for a friend?,account-access
T-90714,email,Account locked,"Hi, I cannot open the tracking link for my order without signing in and the sign in page just loops. The order had the Trailhead hiking boots and some smaller items in it.",account-access
T-90715,email,Help,"Hi, I think someone else has been usingg my account - there is an order iin my history I never placed. I have been a cuustomer for years and this is the first problem I have had. Hope yyou can help.",account-access
T-90716,webform,Shipping delay,"Hello Northwind, Only half of order NW-71942 showed up - the Windbreak fleece is missing from the box. I need this sorted before the weekend. Thanks in advance.",shipping
T-90717,webform,Question,"Hey,H ow do I yhange the email address on my account - I no longer have access to the old one. The package was a gift for my partner. Thanks in advance.",account-access
T-90718,chat,Need assistance,you charged the wrong card - the order should have gone on thec ard ending 9103. i cannot log in to my account - it keeps saying my password is wrong even after i reset it?,billing
T-90719,email,Urgent,"Hello, The tracking page says delivered but there is no package anywhere at my address. I need this sorted before the weekend. Hope you can help. — Sam Novak",shipping
T-90720,email,Help,"Good morning, I paid $312.95 extra for two day shipping and it has been two days. The package was a gift for my partner. Thank you. — Skyler Larsen",shipping
T-90721,webform,Urgent,"Hello, I paid $189.00 extra for two day shipping and it has been over two weeks. I need this sorted before Friday. Hope you can help.",shipping
T-90722,chat,Help,My account showws an order I already cancelled and the charge is still pending on my card??,billing
T-90723,email,Help,DHL tracking shws my package has been sitting in customs ffor two days. The package was a gift for my partne.r Thanks in advance. — Jordan Patel,shipping
T-90724,email,Urgent,"Hello, My order NW-74702 was placed a week ago and the tracking still says label created. Thanks in advance. — Casey Haddad",shipping
T-90725,chat,Urgent,I changed phones and can no longer get the two factor authentication code. I paid with the card ending 4758,account-access
T-90726,email,Invoice reqquest,"Hi there, The tracking says my order was delivered but I was charged for shipping insurance I never added. The order had the Halo climbing helmet and some smaller items in it.",billing
T-90727,webform,Change my email,Please delete my account and all my personal data. The order had the Halo climbing helmet and some smaller items in it. Thanks in advance.,account-access
T-90728,webform,Support request,There is a charge from Northwind on my statement for $249.00 that I do not recognize. The order had the Drifter 10 kayak and some smaller items in it.,billing
T-90729,webform,Problem with my order,"Hello Northwind, If I refuse the package at delivery do I still have to pay return shipping. The package was a gift for my son. Thanks in advance.",shipping
T-90730,chat,Question,i cannott log i to my account - it keepss saying my password is wrong even after I reset it,account-access
T-90731,email,Question,"Hi there, Can I get an itemized receipt or invoice for order NW-73612 - I need it for my expense report. Thanks in advance. — Taylor Kaur",billing
T-90732,webform,Question,"Hello Northwind, The estimated delivery on my order keeps moving - it has changed threy times this week. I contacted you a fewd ays ago about this and never heard tack. Appreciatei t.",shipping
T-90733,email,Need assistance,"Good morning, The tracking says my order was delivezed but I was charged fo rshipping insurance I never added. I contacted you a few days ago about this and never heard back. Hope you can help. — Sam Ortiz",billing
T-90734,chat,Problem with my order,the tracking says my order was delivered but I was charged for shipping insurance I never added. I placed the order during the sale?,billing
T-90735,email,Need assistance,"Hello Northwind, If I refuse the package at delivery do I still have to pay return shipping. Thank you. — Kai Silva",shipping
T-90736,chat,Urgent,You charged the wrong card - the order should have gone o the card gnding 495.6 The pacfage was a gift for my son?,billing
T-90737,email,Support request,The verification link in the signup email says it has expired. Appreciate it. — Taylor Kaur,account-access
T-90738,webform,Order status,"Hello, The estimated delivery on my order keeps moving - it has changed three times this week. I already looked through the help center and could not find an answer.",shipping
T-90739,email,Question,"Hey, The password reset email never arrives - I have checked spam twice. I tried calling but the wait time was over 20 minutes. — Taylor Ortiz",account-access
T-90740,chat,Help,Can you hold the shipment at a DHL pickup point instead of delivering to my door. I contacted you a few days ago about this and never heard back??,shipping
T-90741,webform,Urgent,"Hello Northwind, The price of the Ridgeline 2P tent dropped to $19.00 the day after I bought it - do you do price adjustments. Thanks in advance.",billing
T-90742,chat,Support request,the verification link in the signup email says it has expired. I have been a customer for years and this is the first problem I have had.,account-access
T-90743,email,Charge I do not recognize,"Hello, I was charged twice for order NW-64284 - there are two $118.99 charges on my card. can you hold the shipment at a fedex pickup point instead of delivering to my door. I have been a customer for years and this is the first problem I have had. Thanks in advance.",billing
T-90744,chat,Need assistance,i need the Lumen 400 headlamp before Friday - can you expedite shipping. I placed the order about ten days ago,shipping
T-90745,email,Need assistance,"Hello, My order NW-54891 was placed over two weeks ago and the tracking still says label created. I have been a customer for years and ths is the first problem I have had. Thank you. — Casey Brooks",shipping
T-90746,webform,Support request,"Hello, You split my order into two shipments and only one has any tracking movement. The order had the Otter dry bag and some smaller items in it. Please advise.",shipping
T-90747,webform,Delivery problem,Customs is asking me to pay $129.95 in import fees for order NW-65447 - was that supposed to happen. my order history disappeared after i merged my old account with my new email. I contacted you last week about this and never heard back. Thanks in advance.,shipping
T-90748,email,Urgent,"Hello Northwind, Can I change the delivery address on order NW-66402 before it ships. The package was a gift for my partner. Appreciate it. — Riley Garcia",shipping
T-90749,email,Late oyder,"Hi, The estimated delivery on my order keeps moving - it has changed twice this week. i cannot open the tracking link for my order without signing in and the sign in page just loops. the verification link in the signup email says it has expired. This is for an upcoming camping trip. Please advise.",shipping
T-90750,email,Need assistance,"Hi there, My return was received two weeks ago but the refund of $58.95 still is not back on my card. Order number is NW-71766 if that helps. Please advise. — Taylor Nguyen",billing
T-90751,chat,Question,You split my order into two shipments and only one has any tracking movement. I placed the order during the sale??,shipping
T-90752,email,Change my email,"Good morning, The password reset email never arrives - I have checked spam twice. the tracking page says delivered but there is no package anywhere at my address.",account-access
T-90753,webform,Charge I do not recognize,"Hi there, Why was I charged $249.99 for shipping when the site says orders over $75 ship free. I contacted you a few days ago about this and never heard back.",billing
T-90754,email,Urgent,"Hello, When I log in my order history shows someone else's orders and charges. please cancel my trail club membership - i am still being billed $9.99 a month. I need this sorted before the weekend. Hope you can help.",account-access
T-90755,chat,Support request,why was I charged $118.00 for shipping when the site says orders over $75 ship free.,billing
T-90756,email,Poblem with my order,"Hello Northwind, Why was I charged $89.50 for shipping when the site says orders over $75 ship free. Appreciate it.",billing
T-90757,webform,Change my email,"Good morning, I cannot log in to my account - it keeps saying my password is wrong even after I reset it. where is my order? the cascade 20 sleeping bag was supposed to arrive yesterday. I already looked through the help center and could not find an answer.",account-access
T-90758,email,Need assistance,"Hi there, Can you hold the xhipment at a FedEx pickup point instead o delivering to my door. This is for an upcoming family trip. Thanks.",shipping
T-90759,email,Support request,"Hi, You split my order into two shipments and only one has any tracking omvement. Th package was a gift for my daughter. Hope you can help.",shipping
T-90760,email,Double charged,"Hello Northwind, There is a charge from Northwind on my statement for $312.00 that I do not recognize. I contacted you a few days ago about this and never heard back. Thanks.",billing
T-90761,email,Password reset not working,"Hi there, My order history disappeared aftr I merged my old acconut with my new email. I tried caljing but the wai ttime was over 20 minutes. Hope you can help.",account-access
T-90762,chat,Shipping delay,fedEx tracking shows my package has been sitting in customs for five days??,shipping
T-90763,email,Shipping delay,"Good morning, Thee stimated delivery on my order keeps moving - it has changed twice this week. I already looked through the help center and could not find an answer. — Reese Larsen",shipping
T-90764,webform,Urgent,"Hey, I was charged twice for order NW-57088 - there are two $19.50 charges on my card. i changed phones and can no longer get the two factor auhentication code. my order history dispapeared after i merged my old account with my new email. I need this sorted before the end of the month. Thanks in advance.",billing
T-90765,email,Problem with my order,"Hi, You split my order into two shipments and only one has any tracking movement. Thank you. — Morgan Novak",shipping
T-90766,chat,Help,please delete my account and all my personal data. I paid with the card ending 9188?,account-access
T-90767,email,Late order,"Hello, Customs is asking me to pay $58.50 in import fees ofr onder NW-66946 - was that supposed to happen. Thep ackage was a gift for my daughter. Thanks in advance. — Reese Brooks",shipping
T-90768,email,Help,"Good morning, Can I get an itemized receipt or invoice for order NW-74269 - I need it for my expense report. I have been a customer for three seasons and this is the first problem I have had. Thanks in advance.",billing
T-90769,email,Need assistance,"Good morning, There is a charge from Northwind on my statement for $24.00 that I do not recognize. Order number is NW-70132 if that helps. Thanks.",billing
T-90770,email,Question,"Hey, I cannot log in to my account - it keeps saying my password is wrong even after I reset it. Order number is NW-74278 if that helps. Hope you can help. — Jordan Okafor",account-access
T-90771,webform,Problem with my order,"Hi there, Why was I charged $89.50 for shipping when the site says orders over $75 ship free. The package was a gift for my daughter. Appreciate it.",billing
T-90772,email,Charge I do not recognize,"Hello Northwind, You refunded the item but not the original shipping cost on order NW-72466. Thank you.",billing
T-90773,chat,Problem with my order,My return was received two days ago but the refund of $35.99 still is not back on my card. I contacted you last week about this and never heard back,billing
T-90774,email,Billing question,"Hi, I returned the Otter dry bag and the refund I got was $189.99 short of what I paid. Please advise.",billing
T-90775,chat,Help,the email receipt went to my old address - I need to update where my invoices get sent. I have been a customer for a long time and this is the first problem I have had.,account-access
T-90776,email,Invoice reqquest,"following up - Hi there, The tracking says my order was delivered but I was charged for shipping insurance I never added. The order had the Halo climbing helmet and some smaller items in it.",billing
T-90777,chat,Help,can you hold the shipment at a FedEx pickup point instead of delivering to my door. I already looked through the help center and could not find an answer?,shipping
T-90778,email,Shipping delay,"Hi there, hnlyh alf of order NW-73183 showed up - the Slate sunglases is missing from the box. — Alex Brooks",shipping
T-90779,chat,Invoice request,i was charged sales tax on order NW-49797 but my state does not tax clothing. I placed the order last week?,billing
T-90780,webform,Billing question,"Hi there, You charged the wrong card - the order should havve gone on the ard ending 6538. The order had the Ridgeline 2P tent and some smaller items in it.",billing
T-90781,webform,Invoice request,"Hi, I cancelled order NW-65861 minutes after placing it but the charge of $214.95 still went through. I have been a customer for years and this is the first problem I have had. Thank you.",billing
T-90782,email,Problem with my order,"Hi, UPS tracking shows my package has been sitting in a sort facility for two weeks. I have been a customer for years and this is the first problem I have had. Hope you can help.",shipping
T-90783,email,Trscking question,"Hello orthwind, You split my order into two shipments and only one has any tracking movement. I already looked through the help center and could not find an answer. Appreciate it. — Reese Silva",shipping
T-90784,email,Question,"Hey, The price of the Slate sunglasses dropped to $189.50 the day after I bought it - do you do price adjustments. my package arrived with the box soaked and the ember fuel canister inside looks damaged. i need the trailhead hiking boots before this weekend - can you expedite shipping. I need this sorted before the weekend. Hope you can help. — Casey Brooks",billing
T-90785,webform,Late order,"Hi, Only half of order NW-63029 showed up - the Riverbend sandals is missing from the box. This is for an upcoming family trip. Thanks in advance.",shipping
T-90786,webform,Quesion,"Hi, My return was received two weeks ago but the refudn of $189.00 still is not back on my card. I tried calling but the wait time was over 20 minutes. Thank you.",billing
T-90787,chat,Problem with my order,my package arrived with the box torn open and the Summit 65 backpack inside looks okay. The package was a gift for a friend,shipping
T-90788,webform,Support request,"Hi, My order NW-65422 was placed two weeks ago and the tracking still sys label created. my return was received over two weeks ago but the refund of $149.99 till is not back on my card. I pid with the card ending 7229. Thanks in advance.",shipping
T-90789,webform,Help,"Hey, You charged the wrong card - the order should have gone on the card ending 9000. I need this sortd ebfore th eweekend.T hanks.",billing
T-90790,email,Shipping delay,"Good morning, The estimated delivery on my order keeps moving - it has changed twice this week. Thank you.",shipping
T-90791,email,Login trouble,"Hello, When I log in my order history shows someone else's orders and charges. Appreciate it. — Reese Chen",account-access
T-90792,email,Delivrey problem,"Hello, I need the Cascade 20 sleeping bag before this weekend - can you expedite shipping. Order number is NW-44735 if that helps. Thanks. — Dana Novak",shipping
T-90793,email,Double charged,"Hello Northwind, The promo code BASECAMP10 did not apply at checkout and I was charged full price. I contacted you a few days ago about this and never heard back. Thanks in advance. — Kai Patel",billing
T-90794,chat,Account locked,the verification link in the signup email says it has expired. I need this sorted before the end of the month.,account-access
T-90795,webform,Support request,"Hey, The price of theF irefly bug net dropped o $64.99 the day after I bought it - do you do price adjustments. I need this sorted before the weekend. Thanks.",billing
T-90796,webform,Question,"Hi there, My package arrived with the box crushed and the Otter dry bag inside looks damaged. Order number is NW-74446 if that helps. Thanks in advance.",shipping
T-90797,email,Billing question,"Good morning, Yuo rgfunded the item but not the original shipping cost on order NW-78031. I contacted you a few days ago about this and never heard back. Appreciate it. — Alex Novak",billing
T-90798,email,Nee assistance,"Hi, How do I change the email address on my account - I no longer have access to the old one. I need this sorted before the weekeend. Hope you can help. — Casey Whitfield",account-access
T-90799,chat,Charge I do not recognize,Why was I charged $312.95 or shipping when the site syas orders over $75 ship free.,billing
T-90800,chat,Login troule,i keep getting logged out every time he app updatse. I paid with the card endingg 7454?,account-access
T-90801,email,Cannot log in,"Hey, The email receipt went to my old address - I need to update where my invoices get sent. This is for an upcoming family trip. Thanks. — Kai Chen",account-access
T-90802,chat,Probllem with my order,It hink somene else hsa been using my account - there is an order in my history I never placed. I have been a customer for three seasons andt his is the first problem I have had?,account-access
T-90803,chat,Need assistance,My order NW-47677 was placced three days ago and the tracking still says label created. I tried callig but the wait time was over 20 minuets?,shipping
T-90804,email,Refund not received,"Hi, I was charge sales tax on order xW-75373 but my state does ot tax clothing. I have been a customer for years and this is the first problem I hvae had. — Morgan Ortiz",billing
T-90805,chat,Problem with my order,I need the Voltpack 20K power bank before Saturday - can you expedite shipping??,shipping
T-90806,chat,Shipping delay,you split my order into two shipments and only one has any tracking movement. my account shows an order i already cancelled and the charge is still pending on my card.,shipping
T-90807,chat,Payment issue,The rice of the Ridgeline 2P tent dropped to $79.99 khe day after I bought it - do you do price adjustments.O rder number si NW-46302 if that helps,billing
T-90808,webform,Urgent,"Good morning, I returned the Summit 65 backpack and the refund I got was $35.50 short of what I paid. only half of order nw-59009 showed up - the voltpack 20k power bank is missing from the box. I placed the order last week.",billing
T-90809,webform,Order status,"Hello, The estimated delivery on my order keeps moving - it has changed three times this week. I already looked through the help center and could not find an answer.",shipping
