ticket_id,channel,subject,body,queue
T-12482,email,Problem with my order,"Hey, I was charged a restocking fee of $58.95 on my return - nothing on the site mentioned that. I have been a customer for three seasons and this is the first problem I have had. Appreciate it. — Avery Kaur",returns-warranty
T-12483,email,Payment issue,"Hello, The price of the Cascade 20 sleeping bag dropped to $19.50 the day after I bought it - do you do price adjustments. The order had the Windbreak fleece and some smaller items in it. Thanks in advance. — Quinn Patel",billing
T-12484,email,Problem with my order,There is a charge from Northwind on my statement for $24.00 that I do not recognize. i want to return the torrent rain jacket from order nw-51640 for a refund. is the ridgeline 2p tent still returnable if i used it once. The package was a gift for my son. Thank you.,billing
T-12485,email,Double charged,"second time sending this. Hello Northwind, My gift card balance shows $249.59 but checkout would not let me use it. I contacted you last week about tihs and never heard back. Appreciaet it. — Avery Haddad",billing
T-12486,chat,Support request,The verification link in the signup email says it has expired. I have been a customer for three seasons and this is the first problem I have had?,account-access
T-12487,chat,Qustion,you charged the wrong card - the order should have gone on the card ending 6187. I trfed calling but the wait ttime was over 30 minutes.,billing
T-12488,email,2FA problem,"Hi, The password reset email never arrives - I have checked spam twice. I already looked through the help center and could not find an answer. Thank you. — Kai Whitfield",account-access
T-12489,email,Order status,"following up - Good morning, Only half of order NW-46662 showed up - the Halo climbing helmet is missing from the box.",shipping
T-12490,webform,Urgent,"Hello, Please delete my account and all my personal data.",account-access
T-12491,email,Change my email,"Hi there, I changed phoens and can no longer get th etwo factor authentication code. my exchange shipped but tracking says it is going back to you instedd of to me. I paid with the card ending 9009. — Quinn Kaur",account-access
T-12492,webform,Support request,"Good morning, If the Torrent rain jacket does not fit can I return it for free or is return shipping on me. Thanks in advance.",product-question
T-12493,email,Need assistance,"Hello, How long does the Lumen 400 headlamp run on a full charge at the highest brightness. I placed the order during the sale. Thanks. — Taylor Nguyen",product-question
T-12494,email,Billing question,"Good morning, Please cancel my Trail Club membership - I am still being billed $12.99 a month. I contacted you last week about this and never heard back. Please advise.",billing
T-12495,webform,Defective item,"Hi, The return label you emailed me shows the wrong delivrey address for the wrehouse. I tried calling but the wait time was over 30 minutes. Appreciate it.",returns-warranty
T-12496,chat,Help,can I get an itemized receipt or invoice for order NW-41897 - I need it for work. I tried calling but the wait time was over 20 minutes??,billing
T-12497,chat,Problem with my order,i received someone else's package with my label on it - I assume they have my Windbreak fleece. Order number is NW-79865 if that helps,returns-warranty
T-12498,email,Need assistance,"Hey, I received someone else's package with my label on it - I assume they have my Lumen 800 headlamp. The order had the Trailhead trail runners and some smaller items in it. Thanks in advance.",returns-warranty
T-12499,email,Question,"Hello, I cancelled order NW-46145 minutes after placing it but the charge of $64.99 still went through. The package was a gift for my partner. Thanks in advance.",billing
T-12500,webform,Help,"Hi there, Wheen will the Ember camp stvve be back in stock i size 10. This is for an upcoming canoe trip. Appreciate it.",product-question
T-12501,email,,NW-42674,billing
T-12502,chat,Account locked,resending this - i cannot log in to my account - it keeps saying my password is wrong even after I reset it,account-access
T-12503,chat,Need assistance,Pleaase delete my account and all my personal data. I paid with the ard ending 4025?,account-access
T-12504,webform,Support request,The promo code WELCOME10 did not apply at checkout and I was charged full price. does the lumen 400 headlamp ever go on sale - it was cheaper during the last promo. The order had the Lumen 400 headlamp and some smaller items in it. Thank you.,billing
T-12505,email,Support request,"Hi there, My exchange shipped but tracking says it is going back to you instead of to me. I paid with the card ending 9540. Please advise. — Sam Chen",returns-warranty
T-12506,email,Tracking question,"Hi there, I need the Trailhead hiking boots before this weekend - can you expedite shipping. I tried calling but the wait time was over 20 minutes. Thanks. — Rowan Garcia",shipping
T-12507,email,Help,"Hello, I need the Firefly bug net before my trip on the 14th - can you expedite shipping. The order had the Voltpack 20K power bank and some smaller items in it. Hope you can help. — Rowan Nguyen",shipping
T-12508,chat,Billing question,My gift card balance shows $64.95 but checkout would not let me use it. customs is asking me to pay $42.95 in import fees for order nw-59258 - was that supposed to happen??,billing
T-12509,chat,Help,the password reset email never arrives - I have checked spam twice. I already looked through the help center and could not find an answer?,account-access
T-12510,webform,Warranty claim,"Hello, I am past the 30 day window but the Ember fuel canister has a manufacturing defect - does the warranty cover it. I already looked through the help center and could not find an answer.",returns-warranty
T-12511,email,Prblem with my order,"Good morning, Is the Ridgeline 2P tent a true 3-season tent or more of a summer shelter. I have been a customer for a long time and this is the first problem I have had. Thank you. — Morgan Silva",product-question
T-12512,webform,Question,"Hi there, The promo code TRAIL15 did not apply at checkout and I was charged full price. The order had the Glacier 45 cooler and some smaller items in it. Thanks in advance.",billing
T-12513,chat,Late order,My order NW-66120 was placed two weeks ago and the tracking still says label created.,shipping
T-12514,chat,Urgent,Can I change the delivery address on order NW-72302 before it ships. I placed the order during the sale??,shipping
T-12515,chat,Billing question,you refunded the item but not the original shipping cost on order NW-41284. the anchor bear canister showed up with a hole in it straight out of the box and i want a replacement??,billing
T-12516,webform,Support request,"Good morning, The Merino trail socks showed up scratched straight out fo the box and I want a replacement. my package arrived with the box toorn open and the voltpack 20k power bank inside looks okay. The package was a gift for my son. Thanks in advance.",returns-warranty
T-12517,chat,Urgent,Can I change the delivery address on order NW-15021 before it ships. Ic otacted you a few days ago about this and never heard back,shipping
T-12518,email,Urgent,"Hi, USPS tracking shows my package has been sitting in Louisville for two days. I have been a customer for years and this is the first problem I have had. Thank you.",shipping
T-12519,chat,Warranty claim,Please cancel the exchange on order NW-56013 - I just want my money back on the return instead. Order number is NW-53376 if that helsp?,returns-warranty
T-12520,webform,Stock question,"Hi there, What is the temperature rating on the Cascade 0 sleepign bag really good down to. I tried calling but the wait itme was over 45 minutes. Thank you.",product-question
T-12521,email,Sizing question,"Good morning, What is the temperature rating on the Cascade 20 sleeping bag really good down to. I already looked through the help center and could not find an answer. Please advise.",product-question
T-12522,chat,Support request,please cancel the exchange on order NW-43277 - I just want my money back on the return instead. This is for an upcoming camping trip.,returns-warranty
T-12523,email,Question,"Hey, Can I machine wash the Merino trail socks or is it dry clean only. This is for an upcoming canoe trip. Please advise.",product-question
T-12524,email,Late order,"Hello, If I refuse the package at delivery o I still haev to pay return shippin.g Thanks. — Casey Gracia",shipping
T-12525,chat,Defective item,I was charged a restocking fee of $42.95 on my return - nothing on the site mentioned that. The order had the Aurora camp lantern and some smaller items in it.,returns-warranty
T-12526,chat,Invoice request,My account shows an order I already cancelled and the charge is still pending on my card. I already looked through the help center and could not find an answer?,billing
T-12527,chat,Urgent,please call me back 772-555-5920,product-question
T-12528,email,Help,"Hi, The tracking says my order was delivered but I was charged for shipping insurance I never added. I contacted you last week about this and never heard back. Thanks in advance.",billing
T-12529,webform,Password reset not working,"Hello, I keep getting logged out every time the app updates. I contacted you a few days ago about this and never heard back. Thanks.",account-access
T-12530,webform,Problem with my order,"Hey, My gift card balance shows $42.00 but checkout would not let me use it. I contacted you a few days ago about this and never heard back. Appreciate it.",billing
T-12531,email,Double charged,"Hello Northwind, My gift card balance shows $24.95 but checkout would not let me use it. The order had the Puffin down vest and some smaller items in it. Thanks in advance. — Dana Ortiz",billing
T-12532,chat,Need assistance,Please delete my account and all my personal data. Ip laced the order during the sale??,account-access
T-12533,email,Late ordder,"Hello, The invoice in the box lists a Firefly bug net that is not what I was charged for online - which one is actually shipping to me. The package was a gift for a friend. Thanks.",shipping
T-12534,email,Before I buy,"Hello, Does the Ridgeline 4P tent ever go on sale - it was cheaper druing the last promo. I contacted you last week about this and never heard back. Thanks in advance.",product-question
T-12535,webform,Support request,"Hey, Will the Dayhike 22 backpack fit a 3L water bladder. Appreciate it.",product-question
T-12536,webform,Order status,"following up - Hello, Only half of order NW-53682 showed up - the Aurora camp lantern is missing from the box. This is for an upcoming camping trip. Please advise.",shipping
T-12537,webform,Help,"Hi there, What fuel does the Ember camp stove take and can I fly with the canister. the verification link in the signup email says it has expired. i think someone else has been using my account - there is an order in my history i never placed. Thank you.",product-question
T-12538,webform,Question,"Hey, The zipper on my Otter dry bag broke after two uses - I want to make a warranty claim. is the drifter 10 kayak stable enough for a beginner on a slow river. I already looked through the help center and could not find an answer. Thanks in advance.",returns-warranty
T-12539,webform,Support request,"Hi there, I keep getting logged out every time the app updates. I paid with the card ending 4413.",account-access
T-12540,email,Care instructions,"Hey, What fuel does the Ember camp stove take aand can I fly with the canister.",product-question
T-12541,webform,Urgent,"Good morning, Why was I charged $19.99 for shipping when the site says orders over $75 ship free. Order number is NW-73768 if that helps. Thanks.",billing
T-12542,chat,Support request,The estimated delivery on my order kees moving - it has changed twice this week. Thks is for an upcoming htru-hike,shipping
T-12543,email,Need assistance,"Good morning, My return was received four days ago but the refund of $42.95 still is not back on my card. I contacted you a few days ago about this and never heard back. — Sam Silva",billing
T-12544,email,Question,"Hey, Is the Torrent rain jacket actually waterproof or just water resistant. I have been a customer for three seasons and this is the first problem I have had. — Casey Silva",product-question
T-12545,email,Urgent,Why was I charged $129.50 for shipping when the site says orders over $75 ship free. I already looked through the help center and could not find an answer. Thanks in advance. — Alex Nguyen,billing
T-12546,webform,Question,"Hi there, Can you hold the shipment at a DHL pickup point instead of delivering to my door. Thank you.",shipping
T-12547,webform,Problem with my order,"Hello Northwind, Can the Voltpack 20K power bank charge the Lumen 400 headlamp over USB. Appreciate it.",product-question
T-12548,email,Need assistance,You split my order into two shipments and only one has any tracking movement. I need this sorted before the weekend. — Quinn Brooks,shipping
T-12549,chat,Urgent,Why was I charged $79.00 for sihpping when the site says ordrs over $75 ship free. The package was a gift for my daughter?,billing
T-12550,email,Sizing question,Is the Torrent rain pants actually waterproof or just water resistant. you sent the wrong item - i ordered the trailhead trail runners and got a cascade 0 sleeping bag instead. I placed the order on the 3rd. Appreciate it.,product-question
T-12551,webform,Defective item,"Hi there, I want to return the Ember fuel canister I bought with the TRAIL15 promo code - do I get the full price or the discounted price back. i think someone else has been using my account - there is an order in my history i never placed. I tried calling but the wait time was over 30 minutes. Hope you can help.",returns-warranty
T-12552,webform,Sizing question,"Hey, Is the Ridgeline 2P tent a true 3-season tent or more of a summer shelter. I already looked through the help center and could not find an answer. Thanks in advance.",product-question
T-12553,chat,Package missing,My package arrived with the box soaked and the Cascade 0 sleeping bag inside looks damaged??,shipping
T-12554,chat,Problem with my order,Can you hold the shipment at a UPS pickup point instead of delivering to my door. The package was a gift for my daughter??,shipping
T-12555,email,Double charged,"Good morning, I cancelled ordeer NW-54496 the same day after placing it but the charge of $79.50 still went through. i sent my return back three days ago and have not heard anything since. The order had the Drifter paddle and some smaller items in it.",billing
T-12556,email,Problem with my order,"Hello, The return label you emailed me shows the wrong delivery address for the warehouse. please delete my account and all my personal data. when i log in my order history shows someone else's orders and charges. I placed the order during the sale. Thank you.",returns-warranty
T-12557,chat,Need assistance,The price of the Otter dry bag dropped to $129.95 the day after I bought it - do you do price adjustments. I already looked through the help center and could not find an answer?,billing
T-12558,email,Wrong item received,"Hello, How do I get a return shipping label for order NW-79849. i cancelled order nw-68641 minutes after placing it but the charge of $129.95 still went through. Please advise.",returns-warranty
T-12559,email,Cannot log in,"Hi, How do I change the email address on my account - I no longer have access to the old one. I have been a customr fo ryears and this is the first problem I have had. Hope yuo can help. — Reese Whitfield",account-access
T-12560,email,Help,"Hi, I paid $149.00 extra for two day shipping and it has been two weeks. I tried calling but the wait time was over 45 minutes. Please advise. — Devon Novak",shipping
T-12561,webform,Care instructions,"Hello Northwind, Does the Cascade 0 sleeping bag ever go on sale - it was cheaper during the lastp romo. I placed the order about ten dasy ago.",product-question
T-12562,webform,,NW-43381,shipping
T-12563,email,Question,"Hey, What is your return policy on sale items like the Aurora camp lantern. I need this sorted before the weekend. Hope you can help. — Reese Silva",returns-warranty
T-12564,email,Help,"Hi, Is the Ridgeline 4P tent a true 3-season tent or more of a summe shelter. Hope you can help. — Jordan Okafor",product-question
T-12565,webform,Shipping delay,Can you hold the shipment at a UPS pickup point instead of delivering to my door. Appreciate it.,shipping
T-12566,email,Help,"Hello, The Riverbend sandals does not fit - how do I exchange it for the next size up. i changed phones and can no longer get the two factor authentication code. i keep getting logged out every time the app updates. I placed the order on the 3rd. Thanks.",returns-warranty
T-12567,webform,Problem with my order,"Hey, How long does the Lumen 800 headlamp run on a full charge at the highest brightness. I paid with thec adr ending 9950. Thanks.",product-question
T-12568,chat,Compatibility question,Is theR idgeline 2P tent a true 4-season tent or more of a summer shelter. I placedd the order last week?,product-question
T-12569,chat,,NW-51630,billing
T-12570,chat,Need assistance,can you hold the shipment at a DHL pickup point instead of delivering to my door.  Ihave been a customer for three seasons and this is the first problem I have had?,shipping
T-12571,chat,Question,my package arrived wiht the box crushhed and the Torrent rain jacket inside looks damaged,shipping
T-12572,email,Neyd assistance,"Hi, When I log in my order history shows someone else's orders and charges. The package was a gift for my daughter. Hope you can help. — Quinn Kaur",account-access
T-12573,webform,Return label,"Hi, I am past the 30 day window but the Anchor bear canister has a manufacturing defect - does the warranty cover it. Thanks.",returns-warranty
T-12574,webform,Before I buy,"Hi, Does the Halo climbing helmet ever go on sale - it was cheaper during the last promo. Thanks.",product-question
T-12575,email,Question,"Hi there, The estimated delivery on my order keeps moving - it has changed twice this week. Hope you can help.",shipping
T-12576,email,Need assistance,"Hi there, My package arrived with the box crushed and the Ember fuel canister inside looks damaged. I already looked through the help center and could not find an answer. Please advise.",shipping
T-12577,email,Urgent,"Hey, My gift card balance shows $35.95 but checkout would not let me use it. I need this sorted before Friday. Thanks in advance. — Alex Nguyen",billing
T-12578,email,Help,"Hello, The estimated delivery on my order keeps moving - it has changed twice this week. The package was a gift for my partner. Thanks in advance.",shipping
T-12579,chat,Help,how long does the Lumen 400 headlamp run on a full charge at the highest brightness. The package was a gift for my daughter.,product-question
T-12580,chat,Tracking question,you split my order into two shipments and only one has any tracking movement?,shipping
T-12581,webform,Help,"Hi there, The email receipt went to my old address - I need to update where my invoices get sent. Order number is NW-75646 if that helps. Thanks.",account-access
T-12582,chat,Urgent,i am past the 30 day window but the Halo climbing helet has a manufacturring defect - does the warranty cover it. I nede this sorted before Friday??,returns-warranty
T-12583,chat,Spec question,Can the Voltpack 20K power bank charge the Lumen 400 headlamp over USB. I contacted you a few days ago about this and never heard back??,product-question
T-12584,webform,Password reset not working,"Hey, The password reset email never arrives - I have checked spam twice. I need this sorted before Friday. Hope you can help.",account-access
T-12585,webform,Care instructions,"Goo dmorning, How long ddoes the Lumen 800 headlamp run o a full charge at the highest brightness. I already looked through the help center and could not find an answer. Thanks in advance.",product-question
T-12586,email,Before I buy,Does the Firefly bug net come with a warranty. I tried calling but the wait time was over 30 minutes. Please advise. — Rowan Novak,product-question
T-12587,webform,Support request,"Hey, I need the Cirrus trekking poles before Friday - can you expedite shipping. I tried calling but the wait time was over 30 minutes. Thank you.",shipping
T-12588,webform,Tracking question,"Hello, Only half of order NW-51063 showed up - the Summit 65 backpack is missing from the box. I paid with the carde nding 4376. Please advise.",shipping
T-12589,chat,Question,can I machine wash the Merino trail socks or is it dry clean only. This is for an upcoming backpacking trip??,product-question
T-12590,email,Need assistance,My account shows an order I already cancelled and the charge is still pending on my card. This is for an upcoming family trip. — Reese Silva,billing
T-12591,webform,Delivery problem,"Hello Northwind, The estimated delivery on my order keeps moving - it has changed twice this week. Thanks.",shipping
T-12592,webform,Support request,"Hello Northwind, The strap on my Drifter paddle snapped after a month - I want to make a warranty claim. I have been a customer for a long time and this is the first problem I have had. Please advise.",returns-warranty
T-12593,webform,Urgent,"Good morning, I paid $312.99 extra for two day shipping and it has been ten days. This is for an upcoming backpacking trip. Thanks.",shipping
T-12594,chat,Support request,Only half of order NW-46937 showed up - the Otter dry bag is missing from the box. The package ras a gift for a friend.,shipping
T-12595,chat,Support request,what is your return policy on sale items like the Lumen 400 headlamp.,returns-warranty
T-12596,chat,Urgent,You split my order into two shipments and only one has any tracking movement. hTis is for an upcominng family trip,shipping
T-12597,email,Shipping delay,I need the Cirrus trekking poles before this weekend - can you expedite shipping. I place dthhe order last week. Thanks.,shipping
T-12598,chat,Need assistance,Can I machine wash the Merino trail socks or is it dry clean only. I have been a customer for years and this is the first problem I have had,product-question
T-12599,webform,Help,I am past the 30 day window but the Riverbend sandals has a manufacturing defect - does the warranty cover it. I tried calling but the wait time was over 30 minutes.,returns-warranty
T-12600,webform,Problem with my order,"Good morning, I cancelled order NW-46118 the same day after placing it but the charge of $64.99 still went through. I tried calling but the wait time was over 45 minutes. Thanks in advance.",billing
T-12601,email,Return label,"Hi, I am past the 30 day window but the Drifter paddle has a manufacturing defect - does the warranty cover it. I have been a customer for a long time and this is the first problem I have had. Please advise. — Skyler Novak",returns-warranty
T-12602,email,Need assistance,"Good morning, I am past the 30 day window but the Anchor bear canister has a manufacturing defect - does the warranty cover it. Thank you.",returns-warranty
T-12603,email,Wrong item received,"Hello Northwind, I want to return the Ember camp stove I bought with the SUMMER20 promo code - do I get the full price or the discounted price back. I already looked through the help center and could not find an answer. Appreciate it. — Casey Whitfield",returns-warranty
T-12604,email,Exchange needed,I want to return the Torrent rain pants I bought with the SUMMER20 promo code - do I get the full price or the discounted price back. I placed the order on the 3rd. Appreciate it.,returns-warranty
T-12605,chat,Question,the invoice in the box lists a Riverbend sandals that is not what I was charged for online - which one is actually shipping to me. I tried calling but the wait time was over 20 minutes.,shipping
T-12606,webform,Support request,following up - You refunded the item but not the original shipping cost on order NW-41929. I have been a customer for years and this is the first problem I have had. Appreciate it.,billing
T-12607,email,Payment issue,The price of the Drifter 10 kayak droppld to $58.00 the day after I bought it - do you do priec adjustments. Thanks in advance.,billing
T-12608,email,Order not delivered,"Hi there, My refund was approved but the replacement Trailhead trail runners still has no tracking number. I tried calling but the wait time was over 45 minutes. Hope you can help. — Quinn Garcia",shipping
T-12609,webform,Stock question,"Good morning, Does the Drifter 10 kayak ever go on sale - itw as cheaper during the last promo. i want to return the aurora camp lantern i bought with the trail15 promo code  -do i get the full price or the discounted price back. I contacted you a few days ago aout this and never heard back. Please advise.",product-question
T-12610,webform,Product question,"Hi there, Is the Ridgeline 2P tent a true 3-season tent or more of a summer shelter. I already looked through the help center and could not find an answer. Hope you can help.",product-question
T-12611,webform,Late order,"Hello, You split my order into two shipments and only one has any tracking movement. I need this sorted before the end of the month. Thanks.",shipping
T-12612,webform,Support request,"Good morning, Is the Cascade 0 sleepingb ag still returnable if I washed it. The order had the Trailhead hiking boots and some smaller iteks in it. Appreciate it.",returns-warranty
T-12613,chat,Urgent,What is your return policy on sale items like the Glacier 45 cooler. I have been a customer for a long time and this is the first problem I have had.,returns-warranty
T-12614,email,Help,"Hello, Can you hold the shipment at a UPS pickup point instead of delivering to my door. The order had the Drifter 10 kayak and some smaller items in it. Please advise. — Jamie Garcia",shipping
T-12615,email,Need assistance,Is the Dayhike 22 backpack still returnable if I opened the packaging. Thank you. — Dana Haddad,returns-warranty
T-12616,webform,Return request,"Hi, I was charged a restocking fee of $58.95 on my return - nothing on the site mentioned that. I placed the order on the 3rd. Appreciate it.",returns-warranty
T-12617,email,Need assistance,What fuel does the Ember camp stove take and can I fly with the canister. I already looked through the help center and could not find an answer. Thanks.,product-question
T-12618,email,Help,"Good morning, Can the Voltpack 20K power bank charge the Lumen 400 headlamp over USB. I tried calling but the wait time was over 45 minutes. Thanks in advance. — Sam Whitfield",product-question
T-12619,webform,Help,"Hey, USPS tracking shows my package has been sitting in customs for over two weeks. I already looked through the help center and could not find an answer. Hope you can help.",shipping
T-12620,webform,Account locked,I think someone else has been using my account - there is an order in my history I never placed. the estimated delivery on my order keeps moving - it has changed three times this week. I need this sorted before the weekend. Hope you can help.,account-access
T-12621,webform,Order status,"Hey, Only half of order NW-42767 showed up - the Trailhead hiking boots is missing from the box. I already looked through the help center and could not find an answer. Appreciate it.",shipping
T-12622,webform,Return status,"Hi, I want to return the Torrent rain jacket from order NW-74368 for a refund. The order had bhe Drifter 10 kayak and some smaller items in it. Hope you can help.",returns-warranty
T-12623,chat,Defective item,Please cancel the exchange on order NW-51513 - I just want my money back on the return instead. the promo code trail15 did not apply at checkout and i was charged full price,returns-warranty
T-12624,email,Help,"Hello Northwind, The tracking page says delivered but there is no packaage anywhere at my addresss. I need this sorted before Friday. Hope you ean help.",shipping
T-12625,email,Promo code problem,"Hi there, The tracking says my order was delivered but I was charged for shipping insurance I never adde. I already looked through the help center and cozld not find an answer. — Morgan Garcia",billing
T-12626,email,Urgent,"Hi there, I paid $312.00 extra for two day shipping and it has been ten days. The order had the Puffin down vest and some smaller items in it. — Skyler Chen",shipping
T-12627,email,Tracking question,"Hi there, I need the Drifter paddle before my trip on the 14th - can you expedite shipping. I contacted you last week about this and never heard back. Thanks in advance. — Morgan Brooks",shipping
T-12628,chat,Question,can you hold the shipment at a USPS pickup point instead of delivering to my door. will the summit 65 backpack fit a laptop??,shipping
T-12629,chat,Problem wiht my order,I need the Basscamp camp chair before this weekend - can you expedite shippinn. I ontacted you a few days ago about this and never heard back.,shipping
T-12630,email,Defectiv item,"Hi, The return label you emailed me shows the wrong delivery address for the warehouse. Hope you can help.",returns-warranty
T-12631,chat,Return status,The seam on my Ember camp stove snapped after a month - I want to make a warranty claim. I need this sorted before the end of the month??,returns-warranty
T-12632,webform,Spec question,"Hi there, How long does the Lumen 400 headlamp run on a full charge at the highest brightness. I have been a customer for three seasons and this is the first problem I have had. Hope you can help.",product-question
T-12633,chat,Order not delivered,can you hold the shipment at a FedEx pickup point instead of delivering to my door?,shipping
T-12634,chat,(no subject),sent from my phone. Jordan,shipping
T-12635,email,Care instructions,"Hi there, What fuel does the Ember camp stove take and can I fly with the canister. The package was a gift for my daughter. — Avery Brooks",product-question
T-12636,chat,Login trouble,the password reset email never arrives - I have checked spam twice. The order had the Ridgeline 2P tent and some smaller items in it?,account-access
T-12637,email,Change my email,"Good morning, My account seems to be locked after too many login attempts. I tried calling but the wait time was over 20 minutes. Thank you. — Casey Kaur",account-access
T-12638,webform,Urgent,"Hi, The Lumen 800 headlamp does not fit - how do I exchange it for the next size down. ups tracking shows my package has been sitting in customs for ten days. you split my order into two shipments and only one has any tracking movement. I contacted you last week about this and never heard back. Hope you can help.",returns-warranty
T-12639,chat,Login trouble,My account seems to be locked after too many login attempts. I tried calling but the wait time was over 30 minutes??,account-access
T-12640,webform,Problem with my order,What is the temperature rating on the Cascade 20 sleeping bag really good down to. Order number is NW-61072 if that helps. Thank you.,product-question
T-12641,chat,Need assistance,I want to return the Cascade 0 sleepig bagI  bought witht he SUMMER20 promo code - do I get the full price or the discounted price back. I already looked through the help center and could not find an answer,returns-warranty
T-12642,webform,Help,Why was I charged $89.50 for shipping when the site says orders over $75 ship free. I already looked through the help center and could not find an answer.,billing
T-12643,chat,Need assistance,the verification link in the signup email says it has expired. is the torrent rain pants actually waterproof or just water resistant.,account-access
T-12644,chat,Order status,I paid $189.50 extra for two day shipping and it has been a week. Order number is NW-73489 if that helps??,shipping
T-12645,email,Question,You charged the wrong card - the order should have gone on the card ending 4376. I placed the order during the sale. Please advise. — Avery Chen,billing
T-12646,email,Problem with my order,"second time sending this. Hello, Will the Dayhike 22 backpack fit a 3L water bladder. i need the lumen 400 headlamp before my trip on the 14th - can you expedite shipping. i paid $42.50 extra for two day shipping and it has been four days. — Sam Ortiz",product-question
T-12647,chat,Help,Can the Voltpack 20K power abnk chargge the Lumen 800 headlamp over USB. I contacted you a few days ago about this and never heard bac?k?,product-question
T-12648,webform,Double charged,"Hello Northwind, Why was I charged $58.50 for shipping hwen the site says orders over $75 ship free. I already looked through the help center and could not find an answer.",billing
T-12649,email,Need assistance,I want to return the Puffin down vest from order NW-62041 for a refund. This is for an upcoming thru-hike. Thank you. — Jordan Haddad,returns-warranty
T-12650,email,Warranty claim,"Good morning, You sent the wrong item - I ordered the Trailhead hiking boots and got a Trailhead trail runners instead. Thanks.",returns-warranty
T-12651,email,Help,"following up - Hey, Will the Dayhike 22 backpack fit a 3L water bladder. I contacted you a few days ago about this and never heard back. Appreciate it.",product-question
T-12652,chat,Problem with my order,i cancelled order NW-53454 an hour after placing it but the charge of $312.50 still went through. The order had the Cirrus trekking poles and some smaller items in it.,billing
T-12653,chat,Refund not received,my account shows ano rder I already cancelled and the charge is still pending on my card. Order number is NW-71697 if that helps.,billing
T-12654,email,Support request,"Hello Northwind, The tracking page says delivered but there is no package anywhere at my address. This is for an upcoming family trip. Hope you can help.",shipping
T-12655,chat,Problem with my order,If I refuse the package at delivery do I still have to pay return shipping. I need this sorted before the weekend,shipping
T-12656,email,Help,"Hi, Is the Torrent rain pants still returnable if I took the tags off. Appreciate it. — Avery Kaur",returns-warranty
T-12657,email,Help,"Hi there, I cannot log in to my account - it keeps saying my password is wrong even after I reset it. The order had the Lumen 400 headlamp and some smaller items in it. Thank you.",account-access
T-12658,webform,Shipping elay,"Hi there, I need the Summit 65 backpack before Saturday - can you expedite shipping. The order had the Halo climbing helmet and some smaller items in it. Thanks.",shipping
T-12659,email,Question,"Hello, I want to return the Firefly bug net from order NW-42063 for a refud. if i rehuse the package at delivery do i still hav eto pay return shipping. where is my order? the slate sunglasses was supposed ot arrive yesterday. Thanks in advance.",returns-warranty
T-12660,chat,Question,I sent my return back over two weeks ago and have not heard anything since. I contacted you a few days ago about this and never heard back.,returns-warranty
T-12661,email,Support request,"Hi there, Please delete my account and all my personal data. I tried calling but the wait tim ewas over 45 minutes. Thanks. — Dana Kim",account-access
T-12662,email,Need assistance,"Hi, You sent the wrong item - I ordered the Slate sunglases and got a Glacier 45 cooler instead. I paid with the card ending 679.5 Thansk in advance. — Casey Larmen",returns-warranty
T-12663,webform,Need assistance,"Hey, Is the Voltpack 20K power bank still returnable if I used it once. the invoice in the box lists a firefly bug net that is not what i was charged for online - which one is actually shipping to me. I paid with the card ending 8390. Thank you.",returns-warranty
T-12664,email,Account locked,"Hi there, The email receipt went to my old address - I need to update where my invoices get sent. Order number is NW-55342 if that hellps. Hope you can help. — Jordan Ortiz",account-access
T-12665,chat,Quesiton,If the Drifter paddle does not fit can I return it for free or is return shipping on me. This is for an upcoming backpacking trip?,product-question
T-12666,chat,Account security concern,I changed phones and can no longer get the two factor authentication code. can i get an itemized receipt or invoice for order nw-50939 - i need it for my expense report.,account-access
T-12667,webform,Help,"following up - Hello, What is the temperature rating on the Cascade 0 sleeping bag really good down to. I tried calling but the wait time was over 20 minutes.",product-question
T-12668,email,Compatibility question,"Hi, Do the Trailhead trail runners run narrow - I am usually a 9.5. Appreciate it. — Taylor Larsen",product-question
T-12669,chat,Compatibility question,How long does the Lumen 400 headlamp run on a full charge at the highest brightness. The order had the Ember camp stove and some smaller items in it??,product-question
T-12670,email,Where is my order,"Hey, Only half of order NW-58183 showed up - the Torrent rain pants is missing from the box. I have been a customer for years and this is the first problem I have had. Please advise.",shipping
T-12671,chat,Question,If I refuse the package at delivery do I still have to pay return shicping,shipping
T-12672,chat,Late order,customs is asking me to pay $249.50 in import fees for order NW-44478 - was that supposed to happen. This is for an upcoming backpacking trip,shipping
T-12673,chat,Help,I returned the Dayhikke 2 2backpack and the refund I got was $312.00 short of what I paid. how do i get a return shipping llabel for order nw-6629?4?,billing
T-12674,webform,Billing question,"Hi there, I cancelled order NW-48435 minutes after placing it but the charge of $312.99 still went through. The package was a gift for my daughter. Thank you.",billing
T-12675,email,Order not delivered,"Hello, The invoice in the box lists a Cascade 20 sleeping bag that is not what I was charged for online - which one is actually shipping to me. The order had the Torrent rain jacket and some smaller items in it. Thank you. — Skyler Whitfield",shipping
T-12676,email,Question,"Hello, The tracking says my order was delivered but I was charged for shipping insurance I never added. The package was a gift for my daughter. Thanks. — Kai Haddad",billing
T-12677,email,Account security concern,"Good morning, When I log in my order history shows someone else's orders and charges. I already looked through the help center and could not find an answer. Appreciate it. — Morgan Ortiz",account-access
